loan_id,loan_amount,interest_rate,term,credit_score,annual_income,employment_status,home_ownership,purpose,state,loan_status,preferred_loan_date
d85ccd44-dd5f-4e3c-8f00-099be82f3359,71954,0.2005311575509433,40,819,69268,Employed,Rent,Debt consolidation,MT,Approved,2020-09-17
ed77be3a-86ab-43ab-85d7-2342483e25ca,42766,0.23537773845449933,25,736,129673,Employed,Rent,Home improvement,KY,Approved,2021-08-06
9224c73e-183a-4043-afb9-2096410572ef,94944,0.16547180129560451,23,615,21876,Employed,Own,Home improvement,RI,Approved,2023-02-20
0b5c2992-fa00-4fa5-8be6-fda837e52df5,42449,0.13905094008829083,32,787,104085,Unemployed,Own,Business,WI,Rejected,2022-11-28
8e41b079-3fe3-49db-98ae-5ea86d1fffd8,30058,0.05705603364775398,37,804,114819,Unemployed,Mortgage,Business,KY,Rejected,2022-05-24
447667ec-f4a7-43aa-a29d-1369eb8b8078,5785,0.2072587948520524,24,791,104265,Self-employed,Mortgage,Debt consolidation,NC,Rejected,2023-08-17
9966c71d-1418-4f9a-b8bc-d5eabe0a18bc,49613,0.18569285359925952,27,757,83530,Employed,Own,Business,TX,Approved,2023-05-21
14f6d10a-ac29-49d4-8279-319db7726f8d,34930,0.12950858666042067,39,555,65487,Unemployed,Own,Debt consolidation,VI,Approved,2024-03-20
b58eafd1-931f-42dd-992d-e7a290c3c394,21079,0.17922769274928207,18,620,42977,Unemployed,Own,Debt consolidation,MO,Rejected,2024-02-29
d30534dc-005d-46ce-95fb-bf7ba4160d8e,44161,0.20231145657233118,38,564,71290,Unemployed,Mortgage,Home improvement,TN,Approved,2021-05-09
f5a8ff2f-0def-48ab-babc-c6abcda6b486,79579,0.15185108107784934,55,610,33574,Self-employed,Mortgage,Personal,WV,Approved,2021-04-12
739afc87-9c7b-4193-8acc-3705b77378c2,83051,0.10825746070504896,42,745,76002,Unemployed,Mortgage,Home improvement,NH,Approved,2020-04-25
6eae20ce-db42-4a17-a3ce-a6a333e5b910,8856,0.24424606848313185,37,668,131780,Employed,Mortgage,Personal,SC,Approved,2022-10-10
af245c23-187f-4b34-938a-d97fd04d25b1,18002,0.15590741763226382,56,534,144641,Self-employed,Mortgage,Debt consolidation,MN,Approved,2021-04-12
f20e8c32-fb8e-4011-9d42-60c42f614a49,57455,0.06503380789016822,36,806,97350,Self-employed,Own,Debt consolidation,UT,Rejected,2022-07-18
9e9ea245-43d3-4e91-b5b0-f62638b37a91,52590,0.20147529631317457,29,506,91208,Unemployed,Rent,Debt consolidation,WA,Approved,2022-10-23
1bbea57b-89c5-463b-892f-9b40ef10e538,7712,0.08196589236337462,25,512,92604,Employed,Mortgage,Business,KS,Approved,2020-09-13
451b9d92-aa9a-4365-b403-2605e62fabfa,18760,0.15998964246356698,14,595,32579,Self-employed,Mortgage,Home improvement,PR,Rejected,2022-09-14
1ab106cc-1515-4cd8-8320-46e65a8a3b00,26038,0.11793280456445687,50,826,103574,Self-employed,Mortgage,Personal,MA,Rejected,2020-06-05
b8c689cb-122c-4579-9763-17aad25f866b,26844,0.17898886092065197,24,637,24387,Employed,Mortgage,Personal,NE,Approved,2023-08-01
978a8c99-56ca-45bb-8462-4967bcc369bc,93959,0.16246703769062143,57,543,69177,Self-employed,Rent,Personal,IL,Rejected,2024-05-05
94139323-1c3b-4749-bfba-a263660c1a13,65609,0.190261209467179,32,816,30348,Employed,Own,Debt consolidation,SD,Rejected,2021-08-26
efdbbefe-1c30-438a-880f-302f9f2d5a88,60032,0.12083831101392072,21,545,109709,Employed,Rent,Home improvement,AS,Rejected,2022-10-08
d522b230-62dc-4339-82ae-fa44099dd3bc,32626,0.06868199876530708,28,558,89031,Employed,Mortgage,Home improvement,RI,Approved,2020-12-31
0578842b-df36-4e66-91c9-18c1a57b2de9,75863,0.1748624685518492,48,557,140270,Unemployed,Mortgage,Personal,LA,Approved,2020-10-07
d32f5ed2-e58d-418a-bfbf-151edde7aee0,47352,0.17464233784189756,41,794,141297,Unemployed,Own,Home improvement,WA,Approved,2022-10-01
a0ec6a3b-2855-4f6e-b638-caadc005b426,95311,0.15588709740260964,58,578,65192,Unemployed,Own,Personal,WV,Rejected,2021-06-14
0bc8fcab-ab0b-4dd1-8f51-759c9df8ee29,45896,0.054134796543358246,36,786,119778,Employed,Mortgage,Business,MN,Rejected,2021-10-08
bccf8c37-c5e8-418c-a22a-b059915ddf66,87758,0.12503732433564535,44,810,119976,Employed,Own,Debt consolidation,FM,Approved,2022-07-17
2be5d568-7aec-492f-a4cd-f3d304216858,11699,0.15201502624462765,54,512,114631,Unemployed,Own,Personal,LA,Approved,2020-08-26
3c5eba5f-4708-480c-a3ad-0137dc17bf0a,16099,0.1290746294832218,26,715,145241,Employed,Rent,Business,MS,Rejected,2024-05-17
24643799-9632-409a-929c-2bf58d855569,67539,0.16553143891495598,32,550,68258,Employed,Mortgage,Business,PR,Rejected,2024-02-10
8c025742-f52a-4209-8960-e307d6a2b8b3,38810,0.2020830899991311,39,799,82517,Self-employed,Mortgage,Home improvement,PA,Rejected,2020-11-19
1f00d53a-1b4d-406e-9530-023c84054648,42287,0.12115352336067538,35,623,118748,Self-employed,Mortgage,Personal,IL,Rejected,2024-01-16
03af90bf-3299-4062-9a48-e18c06fc3c0e,31467,0.09007675146860368,13,740,105573,Employed,Rent,Debt consolidation,UT,Approved,2020-05-08
30307755-6b26-4e94-96b1-485662b614a4,92050,0.24270632208504167,60,670,105804,Unemployed,Mortgage,Business,PR,Rejected,2022-05-01
d44a3873-98a2-46ac-a8e7-f9b244ab8a32,45821,0.08218320195677906,28,788,36182,Unemployed,Own,Home improvement,HI,Rejected,2020-09-01
45c90cc2-e380-48f7-a29f-4735e3ed97e3,20695,0.14965031972174886,42,525,116596,Self-employed,Mortgage,Business,MH,Approved,2023-04-28
6f556a05-f154-4c26-8abe-5cf697214104,82053,0.245168294333664,17,554,117588,Unemployed,Mortgage,Business,NC,Approved,2020-12-12
5e54ab5d-10e2-48ca-ae66-12e8bbd3e09e,26466,0.20292524703215947,33,541,21276,Self-employed,Rent,Business,OR,Rejected,2020-08-14
687d27d3-8f94-4670-af29-42a9291d7c7f,20853,0.061561773087227524,32,829,119595,Unemployed,Mortgage,Personal,MI,Rejected,2023-02-16
29417403-a025-4e36-836f-1c7486eec794,87555,0.2285689610245532,14,587,110187,Unemployed,Own,Debt consolidation,ME,Rejected,2020-02-20
d4eec1ef-870a-427c-937c-eb3a349b6fa5,34854,0.18010530777901584,49,537,81001,Employed,Mortgage,Business,RI,Approved,2022-01-20
2d71bf5a-d96a-45ed-8fbf-24589f928c4f,90565,0.22336432156511432,43,639,60852,Unemployed,Own,Personal,MH,Approved,2022-06-06
c214b643-cd5a-4cfb-92fc-9e5afe1a13b9,78129,0.23314387584766877,28,775,102248,Unemployed,Own,Debt consolidation,MO,Rejected,2020-09-29
d25882a7-22b1-458a-a703-55e91e5f14fa,34891,0.16538904562251938,51,763,38792,Self-employed,Mortgage,Personal,MH,Rejected,2021-10-01
fe0dcf1c-00d3-4923-abc3-a2905f370219,5880,0.12885668714725776,36,521,47677,Self-employed,Rent,Business,VT,Rejected,2023-01-10
5f684e0d-dccb-429b-8fa5-66b1c899c42e,45775,0.09950090607230258,38,836,53725,Employed,Rent,Debt consolidation,OR,Approved,2023-03-04
801d3d3f-0223-4634-8d58-b3842113c6f7,29237,0.07579918352349527,23,506,78502,Self-employed,Own,Business,LA,Approved,2024-02-20
6e7a19f7-65fa-46b5-b50f-751b350b6103,7039,0.07143547630149867,17,791,148971,Unemployed,Rent,Home improvement,NC,Approved,2022-06-22
d56ae9c3-f7b0-498b-ba5a-8b6a7ad3be87,30890,0.1927617204208576,52,654,141890,Employed,Rent,Personal,MS,Approved,2021-11-19
f19a2693-0dad-422e-8f85-d9ed6873290c,67850,0.2361648929291026,46,616,67596,Unemployed,Rent,Home improvement,FL,Approved,2023-07-09
de36d0ce-dd9d-419c-9ebf-64437a84e11b,57579,0.06956946575190687,29,586,54935,Self-employed,Own,Home improvement,RI,Approved,2020-08-03
bac7ef58-a635-4053-a3c9-ad5de0910b26,53108,0.09438703486153813,15,590,123139,Unemployed,Own,Debt consolidation,NY,Rejected,2022-09-24
9b289eba-baac-4475-94a0-fc438ecced8a,20192,0.09018571217001714,37,510,44927,Employed,Rent,Home improvement,NC,Approved,2024-03-21
d2ab5778-7755-43df-83d2-37ae3c25e297,56837,0.05204603316069423,48,614,82080,Employed,Own,Business,ND,Approved,2024-01-09
713e6328-8aa1-41ce-9dba-fb8f5520d6a5,13646,0.2025303609319224,39,692,34105,Unemployed,Mortgage,Business,IA,Rejected,2024-06-05
bbf49eda-5070-41f6-b06e-5dd074ab4891,77831,0.2147760903218321,29,719,115694,Self-employed,Own,Business,PR,Rejected,2020-03-24
308ea2ee-5551-4ac9-81fa-adf8b03cac45,19105,0.14638945392610941,32,701,73208,Unemployed,Own,Personal,AZ,Rejected,2022-03-29
f4135926-0c65-4962-9a9a-e8ecdbf26971,65294,0.2442309739009632,39,756,85206,Employed,Rent,Debt consolidation,NY,Rejected,2020-04-26
60b152e1-8b2b-4762-b265-881587d36f68,94369,0.06721345553661795,45,726,135799,Unemployed,Mortgage,Debt consolidation,NC,Rejected,2023-09-22
014d36ca-ba06-4d45-ab93-d74af4b64a05,56502,0.06597591438423081,20,810,139518,Self-employed,Mortgage,Personal,AZ,Rejected,2022-07-13
1452f787-2776-4214-bea5-c465a66490fd,47550,0.13128270807053644,12,605,85844,Employed,Rent,Home improvement,FM,Rejected,2022-12-19
e637cc9a-ec60-4cf4-981a-c78b44da7fd2,80787,0.21758946786806244,34,648,27654,Unemployed,Rent,Debt consolidation,PW,Rejected,2023-04-14
ce3e5c9d-125f-42ea-894e-f36e304a66d8,80106,0.22714613667597688,45,636,127754,Unemployed,Mortgage,Home improvement,KS,Rejected,2022-02-02
97e28f89-c8b1-41f2-b343-b40900c2dfd0,8054,0.1802576084616695,52,617,143437,Employed,Mortgage,Business,CO,Rejected,2021-09-28
4e3cdc6f-b909-4e23-b5d8-e2f16326489c,48412,0.059590073176678686,49,584,59976,Unemployed,Own,Debt consolidation,KY,Rejected,2021-06-09
bfb1d2a4-857a-41e9-a86d-fe67edbafbe7,16408,0.11162326023899614,25,584,81680,Self-employed,Rent,Debt consolidation,WY,Rejected,2024-02-20
49611703-2c73-4b97-a63f-9053011596e5,34182,0.17369094684803543,16,808,143890,Employed,Mortgage,Business,PW,Rejected,2024-03-03
74b66421-f7e7-4e8e-adac-9ead0ab34599,54479,0.16905197039953712,47,558,90285,Self-employed,Rent,Business,CA,Rejected,2020-04-21
e93d1b45-b867-4e6c-b821-eda998902ada,98640,0.15944786998756771,28,810,142776,Unemployed,Mortgage,Debt consolidation,IL,Rejected,2020-12-13
5a310d97-884d-4658-9f9d-25bdc7450a2b,65295,0.1123047781661384,32,707,48159,Employed,Mortgage,Business,HI,Approved,2021-04-14
7f2e53e4-61c6-404b-9621-2bea9fc5cee7,43727,0.10432976426921914,19,608,61261,Self-employed,Mortgage,Home improvement,IN,Rejected,2024-06-05
148ee601-dd2e-4c88-911f-4987c2581e33,94892,0.24403783572130283,45,562,134519,Unemployed,Rent,Debt consolidation,TN,Rejected,2021-06-29
57a26970-b184-4959-b765-cf540161f815,58840,0.22665385876275596,30,546,83066,Employed,Mortgage,Business,OH,Rejected,2023-04-07
5fbb3705-4ae7-45b7-b4df-b1540033c0cc,41025,0.06484969125874525,47,726,55828,Employed,Mortgage,Debt consolidation,ND,Rejected,2021-02-04
ddf591b8-66fc-4627-8226-9bebd2e45791,37439,0.10289523807431473,42,679,36401,Unemployed,Rent,Business,KY,Approved,2024-04-12
577a9986-855b-45fe-8dd5-fbc6edd1716d,90406,0.19005943390078484,23,773,67111,Employed,Rent,Personal,AR,Rejected,2023-09-12
4d8c109c-35c5-48a0-86b1-d0432f492faa,65136,0.14197851651918703,20,817,41821,Unemployed,Rent,Business,NV,Approved,2023-05-18
74e904ca-20bc-4d21-913a-e74a1539887b,87349,0.2045380874400226,45,731,25706,Employed,Rent,Home improvement,OR,Approved,2023-02-04
f04bb3e3-8060-496f-a882-65e591f6401b,57863,0.2156951408407597,55,717,119488,Employed,Rent,Home improvement,WA,Approved,2020-02-28
3ad97040-69b1-4225-8022-c01a0c2f33a3,10528,0.061495073602842655,24,691,90949,Self-employed,Mortgage,Business,MT,Rejected,2021-01-07
ce8d13b9-17b0-4256-844f-6db5f8394772,30480,0.12887587552250185,50,819,48565,Self-employed,Mortgage,Debt consolidation,WV,Approved,2023-12-12
beb695b5-ebb1-47ab-bc6c-339dc32df248,53493,0.23829910285992406,53,798,81793,Unemployed,Mortgage,Business,KS,Rejected,2020-04-15
5c754ddd-1c8b-48a4-bcac-84072c5a74bc,87577,0.10859905546398096,57,817,33992,Self-employed,Mortgage,Business,SD,Approved,2023-09-24
239353be-575f-40dd-869d-30cb5e2e0ba5,36803,0.17798442360373273,39,555,148439,Unemployed,Own,Home improvement,ND,Approved,2022-08-15
2a0033d3-800a-4e5f-b059-86d633c8f409,61028,0.17678483540839435,50,717,95756,Unemployed,Mortgage,Debt consolidation,FM,Approved,2022-04-29
b6e628d0-c61d-4630-93da-8409667b651f,33257,0.1545903777631647,20,847,117727,Self-employed,Rent,Debt consolidation,SC,Approved,2024-04-25
4b0328eb-5d1f-4c54-b904-c27871831ca8,79024,0.20632791083282637,32,581,117166,Unemployed,Mortgage,Personal,CA,Approved,2022-04-21
ccc70742-b4a8-4a6a-bb05-95fce0b7e06b,70060,0.10225507464230217,28,647,85126,Self-employed,Mortgage,Debt consolidation,CT,Rejected,2022-12-18
4874e0f0-8db7-4d69-87c3-e1bf413baf9b,80009,0.1980207872004674,50,531,43018,Employed,Own,Personal,TX,Rejected,2020-04-05
cefc9f63-bfe3-4077-850b-3834f92c8108,20136,0.1321390093111383,20,648,147149,Unemployed,Rent,Debt consolidation,FM,Approved,2024-05-16
ea07c415-338a-459c-aa28-4c5b22ba563e,44346,0.11019687962959178,44,640,128348,Unemployed,Mortgage,Home improvement,KY,Rejected,2020-07-30
7b404df6-eef9-461c-b1a9-97ec356cb63b,18405,0.10534260486594207,24,529,30688,Self-employed,Mortgage,Personal,CA,Approved,2022-07-18
2ff2115c-c0ee-4523-911e-20458a61db66,48513,0.2250422258479634,23,594,77329,Employed,Mortgage,Home improvement,ND,Rejected,2023-11-07
900a21f2-50ac-4a37-9df8-542dd4f3ad63,21735,0.07670491722850073,18,804,100114,Self-employed,Rent,Home improvement,PW,Approved,2022-07-21
806ce774-7083-4c7e-9867-142a0873c7b5,28718,0.2013168364126155,30,640,58518,Employed,Mortgage,Personal,ME,Approved,2021-12-29
c7d5eeda-3a1c-40cc-ae31-4a26399613bb,97000,0.15246243018359895,19,840,36499,Employed,Mortgage,Business,OH,Rejected,2023-06-27
989cbb29-1d9a-49f0-8d2e-1f1dd0e79136,29829,0.2469776389405156,29,607,49843,Self-employed,Rent,Business,MI,Rejected,2023-03-04
2ae4c70b-acf3-4921-8cc0-7294ffbe6837,14135,0.0705019532931466,36,517,81175,Self-employed,Rent,Business,NJ,Approved,2022-03-25
34272bcf-49eb-4394-b602-a8f6d0eed6d4,40807,0.18438168575212693,51,742,50491,Self-employed,Mortgage,Personal,IL,Rejected,2020-07-08
0b3a4712-d1a2-454f-9379-655cac4e4766,68460,0.21473253509838813,16,814,55517,Unemployed,Mortgage,Personal,DE,Approved,2020-03-20
d50eff41-9f4c-4e10-8442-43bee79c2bb9,6638,0.17631336335700337,15,577,109882,Self-employed,Rent,Personal,CO,Approved,2021-12-18
a15fe211-ed74-498e-83a8-ffe9ce41d848,47363,0.10105513325646052,46,635,119242,Self-employed,Own,Debt consolidation,ME,Approved,2022-01-22
e4b26043-408d-483c-b4d3-b97468ec3bfc,68220,0.21060673870836988,58,674,51228,Unemployed,Own,Personal,MD,Approved,2021-06-05
f3fa9686-190d-4b47-9bfd-3545af5dfe6d,35415,0.10892772531444049,23,632,80173,Self-employed,Rent,Business,MD,Rejected,2020-07-05
edb65381-0fba-4060-95ec-f4e83b52dc9e,24294,0.12963690658394558,54,658,139965,Self-employed,Own,Home improvement,PW,Approved,2023-10-21
e4087d44-951b-4592-a42a-7af24ffea087,10285,0.11158024595436558,32,626,98044,Unemployed,Own,Personal,VT,Approved,2021-06-19
