loan_id,loan_amount,interest_rate,term,credit_score,annual_income,employment_status,home_ownership,purpose,state,loan_status,preferred_loan_date
1a33095f-0df9-4897-93b4-a2cc604b863c,49261,0.2356900736041167,21,647,40459,Self-employed,Own,Debt consolidation,DE,Rejected,2023-05-08
918e1878-6043-41ff-9ae5-d10811222940,27686,0.1881017086984369,58,510,24141,Self-employed,Own,Debt consolidation,GU,Rejected,2021-11-09
8d826706-cbc5-49d7-8944-1b88640ba87c,64379,0.2147201112061594,42,803,98808,Self-employed,Own,Personal,OR,Rejected,2022-06-21
b7ba2923-573b-49b6-860c-cc7184efbe54,46749,0.0987755685271147,14,599,76741,Unemployed,Own,Personal,KS,Rejected,2021-01-31
28dc124b-44cd-452b-b5e4-42b10b64e13f,30291,0.2458559886194514,34,809,124736,Unemployed,Rent,Debt consolidation,AZ,Approved,2022-06-10
e332d283-dd3c-453d-ba34-930ae5e6912f,99319,0.1865344769138361,24,687,134275,Unemployed,Own,Home improvement,KS,Approved,2022-02-09
2d83792b-9c1e-489e-a2f8-98a64c26c9a0,58785,0.1063620198999066,34,667,141112,Self-employed,Mortgage,Debt consolidation,WY,Approved,2022-10-18
7eb49ba2-e85d-4ef3-8f97-d9347bc7f6c4,47097,0.2455539542892367,12,737,136286,Employed,Rent,Home improvement,LA,Rejected,2024-05-07
0aab03fd-f2e3-4fdb-8f43-6ef08f69a0c5,50282,0.1868083041068441,46,505,80509,Employed,Own,Personal,DC,Approved,2022-11-11
bc9fd66a-a521-46bb-87c8-dea4db98ca68,29283,0.1175463658019144,15,516,21682,Employed,Mortgage,Personal,CA,Approved,2022-08-17
385ff73e-4a88-4966-a930-b64c56c29cf2,5068,0.0910880232458146,41,532,79354,Employed,Mortgage,Business,TX,Approved,2022-05-10
ff075197-5d94-41cf-8c41-48fa3a430167,70159,0.1832498209748236,31,763,20709,Self-employed,Mortgage,Personal,KS,Approved,2022-05-11
903e908c-33a7-491d-96f0-6bcb26e354e5,82768,0.17868347723288,38,518,84091,Employed,Rent,Home improvement,WA,Approved,2021-03-21
7d4dccc7-768a-4a77-8640-575b13235b56,96443,0.1611963117443369,30,846,68066,Self-employed,Mortgage,Debt consolidation,CA,Approved,2023-09-28
b83af2b8-197d-4078-9eca-2c75dd74c01c,45491,0.1415857072751495,43,541,66341,Unemployed,Own,Home improvement,NJ,Rejected,2022-08-16
71524e10-7267-4eeb-a825-dd59008ec466,14953,0.1831947120285869,24,548,82040,Employed,Mortgage,Home improvement,RI,Approved,2023-11-25
ccf35ae9-6d91-4ff2-8e32-3e2cbe09a325,47315,0.0640944304525639,13,731,115230,Unemployed,Mortgage,Business,IA,Approved,2024-04-13
3b76fd5f-2cb8-4f41-a246-015ecca2a07e,79881,0.0616481572036036,54,730,81849,Unemployed,Mortgage,Personal,DC,Approved,2022-10-25
26509325-843f-4a97-856d-b9345d31799a,26189,0.1864730206360878,12,812,27941,Employed,Own,Business,AS,Rejected,2023-04-18
73f516e7-ffab-4de5-9ce4-61bbe42dd91d,79095,0.1948725794871491,24,830,43856,Unemployed,Mortgage,Personal,AR,Rejected,2023-03-11
17c310ff-3291-43c9-8c9a-09ec2a71e69c,83454,0.1281199789393505,42,812,24807,Self-employed,Rent,Debt consolidation,MS,Rejected,2023-12-23
74c7b2be-5720-414b-99fb-451f963bb250,49868,0.0742846624442376,14,586,47984,Unemployed,Mortgage,Home improvement,NE,Rejected,2023-10-13
0a0159d8-f1d9-4c8f-8c77-6a122f901576,38392,0.1376682815406093,38,543,58587,Unemployed,Own,Debt consolidation,HI,Approved,2021-03-13
bb3541d4-bcb6-4ea7-a8d8-cadc47833400,37479,0.1049478355577046,39,593,21990,Employed,Mortgage,Business,SC,Approved,2023-03-05
f860e1b3-45c3-4b3d-9d03-d9f5b71d0a7e,17240,0.1282701301747632,13,583,107500,Self-employed,Own,Debt consolidation,WY,Rejected,2024-05-18
6d33f11b-4b90-4a5f-9eec-02bb8734d131,16019,0.185498577606782,58,742,89479,Unemployed,Rent,Debt consolidation,KY,Approved,2024-03-25
3a916422-86ea-475c-95a0-356d17708a28,28938,0.2207249882939678,25,716,79651,Self-employed,Rent,Home improvement,KY,Rejected,2020-01-20
76685ee9-f31b-4299-be33-a99d94f9255a,5599,0.2497994688077016,29,660,142381,Unemployed,Own,Personal,AS,Rejected,2024-04-27
a7383775-fa6a-4e71-8ee1-2b798199d711,7910,0.1859771559127374,57,799,51643,Unemployed,Mortgage,Debt consolidation,AS,Approved,2020-08-20
b1ad424e-063a-4e35-bf85-0da6432d3ee4,47836,0.1703301542482895,15,590,89146,Unemployed,Rent,Personal,MD,Approved,2022-08-08
93b10fc4-64c2-4b91-913b-f8c3d5fcee0e,20889,0.1951919724161953,51,749,148862,Self-employed,Mortgage,Business,ND,Approved,2020-04-28
c6a809d9-bd72-4eb3-bf7b-26b0270a00e6,35684,0.1135199407403852,42,574,68902,Unemployed,Own,Business,WA,Approved,2020-12-17
eeb8a72a-39a8-4823-a9f5-404ec30d958b,33761,0.2064131539741077,51,509,30536,Unemployed,Own,Home improvement,ND,Rejected,2023-09-06
e007edae-1d26-49bd-9454-900eae45d2ed,68250,0.1854084940402711,23,735,45305,Unemployed,Rent,Personal,NH,Rejected,2022-03-24
a85ca924-18eb-4912-af85-10fde9ca28b8,6554,0.0753006754666743,15,552,30062,Self-employed,Rent,Personal,WI,Rejected,2024-02-27
7ea54e06-970f-4758-be72-2e40bc6da351,46737,0.2017560016719277,48,691,96053,Employed,Mortgage,Business,IA,Approved,2022-12-31
c5711fdd-57a4-47d6-a7c3-fe5508abc43f,96342,0.11132420590771,30,606,98548,Employed,Rent,Home improvement,AZ,Approved,2020-11-21
0925fb86-457f-4dca-bb84-2ba2c04797f6,94459,0.1317907474120013,21,513,35440,Unemployed,Rent,Personal,NC,Rejected,2020-06-08
7f2eade0-2527-4e70-80db-e38f6b0b66c3,63365,0.1385349381081662,39,848,98264,Employed,Mortgage,Debt consolidation,WI,Rejected,2020-10-15
c9397a6e-5bd5-4666-b8fd-15a8c1015f75,54502,0.1482595238943053,36,501,24798,Self-employed,Rent,Home improvement,MA,Rejected,2020-03-05
a71e775d-7295-40e0-bfa9-b6714d488fc1,11991,0.0878617569768938,47,753,80050,Unemployed,Rent,Home improvement,AL,Approved,2022-08-29
05ee145f-713d-4687-be9d-24f5005c14d1,39820,0.2290476567513267,12,710,143498,Employed,Rent,Debt consolidation,WY,Rejected,2022-11-30
7afb4206-8b0d-45a7-af04-5821ca862bfe,93709,0.179506896993694,12,666,90347,Self-employed,Mortgage,Home improvement,NJ,Approved,2022-01-04
afc6ed49-1a90-4712-b9ba-5bf7414bd327,57031,0.178885102765812,16,639,37102,Employed,Rent,Debt consolidation,MT,Approved,2022-07-30
4a9e3ff3-9d48-41f9-8830-731bf19eabb9,46028,0.2222307624985287,12,560,36963,Self-employed,Own,Personal,IL,Rejected,2023-04-26
f52882f1-4ded-427b-a856-14854edddfed,95738,0.1254255954373878,51,608,60613,Employed,Mortgage,Business,KY,Approved,2022-04-15
fe58548f-33b5-4758-b100-4717af1272d9,29562,0.2205045423572318,31,642,110764,Unemployed,Mortgage,Business,MH,Approved,2020-06-05
b30df285-9e05-4eb2-957c-66b76ed8c4e2,80759,0.1342736868722435,59,521,127738,Unemployed,Own,Debt consolidation,DC,Rejected,2021-11-24
4bc2bc86-25cc-4b05-aa77-d3ec2888a45c,44519,0.1064623077762128,30,529,131418,Self-employed,Own,Personal,RI,Approved,2020-05-27
ee05d594-1f74-4289-aabe-a42e651e3f81,38900,0.1546562572930224,48,618,141101,Self-employed,Own,Debt consolidation,MO,Approved,2022-07-03
a605f3a5-e24f-4380-9192-4f12c54b4842,84042,0.0602636535336627,13,630,26905,Unemployed,Mortgage,Debt consolidation,PA,Approved,2020-10-01
d441be60-713a-44f2-a0cc-f0797c2148ba,84726,0.2452194310692801,44,847,34122,Self-employed,Rent,Personal,AR,Rejected,2020-02-13
ef74d739-da53-46cd-9469-7add3dfbf39e,18110,0.2278893880398236,36,610,63573,Self-employed,Mortgage,Business,WV,Rejected,2020-09-02
215bb65c-2ae0-426b-9d67-555447bde9ad,67635,0.1737480820128,24,507,63985,Self-employed,Rent,Business,WI,Rejected,2022-10-23
64071286-0e4d-40ac-a64f-27d901f43918,95694,0.195843521637559,46,549,130506,Employed,Rent,Home improvement,NJ,Rejected,2023-06-26
d28e7aea-c8bf-4e79-80a1-383ff25aed83,42250,0.1991261102904928,50,731,38476,Self-employed,Own,Personal,NY,Approved,2022-04-23
ca1c2a1b-8997-473d-9d29-3e2d96b868fc,17210,0.1453578151184566,39,732,65942,Unemployed,Rent,Home improvement,MH,Approved,2020-07-14
2e4b3930-6160-437a-a3f4-ab19b86c1409,55732,0.1323998021358227,29,818,32613,Employed,Mortgage,Business,ND,Rejected,2020-05-31
c0131e7a-a266-4bb2-8f70-1d8aa6faa8df,50955,0.2027480486741725,28,844,61641,Self-employed,Own,Home improvement,RI,Rejected,2020-12-15
a1e25ecc-13dc-4cd7-9031-7243ac7d89e5,12816,0.0583175686755649,39,558,54562,Self-employed,Rent,Business,ND,Approved,2021-11-14
468ac289-89ab-446d-96af-72c9564a3f36,23069,0.1709310245846221,60,728,83716,Self-employed,Mortgage,Personal,NE,Approved,2021-09-15
a2c2c32d-50e6-4151-bf6e-188f62cf600b,57331,0.1081223193573787,52,838,56477,Employed,Own,Personal,NC,Rejected,2021-07-01
7f8fcaf5-922f-4540-a5cb-ead5c8e8663c,39255,0.0565225190602853,31,635,82597,Employed,Rent,Personal,IA,Rejected,2023-07-06
129b5906-bfe6-44b9-ae68-63dedd26c830,30152,0.0559031533631867,24,621,76840,Self-employed,Rent,Home improvement,AR,Rejected,2022-09-17
6778c234-5b76-4618-aca7-09bc9318ff0d,89896,0.1219660471961844,45,605,34542,Unemployed,Mortgage,Business,ME,Approved,2021-01-14
e85ceca1-4f29-4025-a628-cb0e70811423,80713,0.1683279519916315,26,576,98652,Employed,Own,Business,GA,Rejected,2022-12-16
1b425d90-1eff-4d42-9486-bd4047e09db4,72306,0.0594899948088492,59,784,130841,Unemployed,Mortgage,Business,OH,Rejected,2023-12-06
1b30ef5a-42aa-4d7b-8075-a99028d096d1,91537,0.0867994270010271,17,695,95357,Unemployed,Own,Debt consolidation,VI,Rejected,2021-04-18
b6d6a1cf-8c91-43de-a06a-3274200bb4b0,17172,0.0587346356735107,42,758,51042,Unemployed,Own,Business,WA,Approved,2022-10-14
56c1a84f-28d6-4b33-bd8a-3ddc7a5ce176,25819,0.1222713555353122,60,694,105364,Self-employed,Rent,Business,DC,Approved,2021-08-04
17b071bc-3721-47b9-a523-eecd6b446382,79183,0.1529662537775561,18,706,46971,Unemployed,Rent,Personal,IA,Approved,2022-05-08
f9ea918c-e4f8-4e5a-a992-3769f521e1da,73630,0.0679133360138649,57,696,47949,Unemployed,Own,Home improvement,AR,Rejected,2020-07-17
12e69ed5-43d1-46fe-a24f-e01485b2d529,18623,0.0538668251136021,44,559,45918,Employed,Own,Home improvement,NV,Approved,2020-09-15
eb0e1edf-6fb1-4e58-b976-8f67052e2316,44546,0.18666292883232,50,751,130553,Unemployed,Mortgage,Business,OK,Rejected,2022-03-22
4432f330-22d1-4045-9f1d-58b0e90dddeb,39701,0.0928941179860831,18,820,45015,Employed,Mortgage,Personal,AK,Approved,2022-07-03
2294ee39-01a9-4fc6-8e9c-2973785679c7,75393,0.0525682959962076,28,587,125709,Unemployed,Own,Home improvement,IL,Rejected,2020-02-03
fc72227f-9bee-4f65-8432-2496c7bab717,9667,0.2075600572788894,54,653,36594,Self-employed,Mortgage,Debt consolidation,IN,Approved,2022-06-24
9ca25377-b54c-4ad6-9675-8607179dcdd9,68813,0.2361765259817725,60,789,146047,Unemployed,Own,Home improvement,MO,Approved,2023-09-20
d26d64b6-a143-4661-a598-61acc548964e,9042,0.1136865913067622,40,703,92093,Self-employed,Mortgage,Home improvement,IL,Approved,2024-01-31
b84f412f-1746-43ba-8eb4-2c7d47383297,15417,0.1248091057932823,15,697,147145,Self-employed,Rent,Home improvement,MP,Approved,2021-04-21
4e1a9921-8ed1-4458-a3ca-cc54db65cc4e,52342,0.118798277512977,33,521,142355,Unemployed,Rent,Home improvement,KS,Approved,2024-03-03
0eab1e54-3dd0-473a-b0ab-90f3f305f387,17505,0.1374592036278877,46,605,99348,Unemployed,Rent,Debt consolidation,DC,Approved,2021-05-13
e5efe573-b5c3-4289-8a5e-2b5b28fc0403,79864,0.1527496456868441,48,672,139423,Employed,Own,Business,MN,Approved,2023-01-30
20a009e7-b4e9-4cf4-b797-9f60a8b263c4,23334,0.1798189214923627,59,803,75028,Employed,Own,Personal,ID,Rejected,2021-02-27
6f9b65f0-5096-4176-8132-affecaf9be86,64417,0.0514764138340355,16,539,123125,Unemployed,Own,Debt consolidation,OH,Approved,2023-03-16
8014b257-8226-49fc-aa82-75030bf49c23,83598,0.1231163994138612,29,676,134977,Employed,Mortgage,Personal,NE,Rejected,2020-02-24
1b50b7ff-adfc-42ef-b6de-a7e84f3a60bb,94190,0.0961657032184744,40,751,22391,Self-employed,Own,Debt consolidation,NY,Approved,2024-02-28
efa49db7-c6bb-48c8-8d71-def46b5f3ffa,81905,0.2043141531532037,21,698,115548,Unemployed,Mortgage,Debt consolidation,CT,Approved,2022-08-28
ee7c10cc-7b04-491e-9159-31481f04a6a1,21691,0.0870975631803863,17,701,63643,Self-employed,Own,Debt consolidation,WV,Approved,2022-02-11
d9b443dd-8157-428e-b9c8-3fa63d6a7043,69749,0.0922244053453524,39,778,23732,Employed,Mortgage,Home improvement,NH,Approved,2023-02-14
2b25ef79-39ca-4a7b-8bf9-be01428e85fa,77470,0.1215534913208854,44,797,32101,Self-employed,Rent,Home improvement,AS,Approved,2023-10-11
cb306a93-c6b5-48bc-92fd-0b3d756ab0a9,53097,0.2273797843365949,25,613,149793,Unemployed,Own,Debt consolidation,IN,Rejected,2022-12-24
7415fee4-11b1-4717-b711-68c291d5644f,10732,0.1820865656726782,28,512,40253,Employed,Own,Business,ID,Approved,2024-03-04
dfcc28dd-62dc-4220-b24b-79bd2bf6a9f5,62640,0.068530062640578,51,661,20968,Employed,Own,Business,OR,Approved,2023-04-12
0f8854ac-b2ad-4e8e-90f0-a96e48412ae3,17690,0.1816239340537074,34,767,46122,Self-employed,Rent,Business,OR,Approved,2021-11-26
ad839b93-d985-4b72-8be6-2c100d512120,98871,0.1227013185149149,60,739,97545,Self-employed,Mortgage,Business,FL,Rejected,2022-04-28
f117c96a-e2f8-4047-ad21-2fd6c000641a,26210,0.1823480868766018,43,501,56130,Unemployed,Own,Business,GA,Rejected,2023-02-19
3622f4e4-f3b8-4a1f-853f-cbe9e8253f04,12933,0.0777359531996753,16,757,133512,Unemployed,Own,Debt consolidation,MS,Approved,2021-10-27
cd20e8b7-2d8a-4043-ba14-e25f4bbe4640,87998,0.1889652147136982,58,729,22080,Employed,Mortgage,Personal,OK,Approved,2023-12-18
19b69904-72e0-45ce-88b3-bd29b6da3edc,98531,0.2279347861798094,19,714,76045,Employed,Mortgage,Personal,KY,Approved,2022-10-22
c73f419d-42ef-414c-a81b-201abd7e5011,8831,0.1485826993583629,21,610,85796,Employed,Own,Business,AK,Rejected,2022-12-15
3626c843-1948-4d73-afaf-95ac01daf396,43084,0.2472426111858803,42,517,62446,Unemployed,Mortgage,Business,WA,Approved,2022-05-24
b2af9ab8-0083-4f70-81e5-44beeba7d53f,64298,0.2401433763296267,49,531,90135,Unemployed,Rent,Home improvement,SC,Rejected,2021-12-14
e9b03805-5e5d-4e35-9324-822264a6361d,86782,0.1268233657163011,19,714,49184,Self-employed,Mortgage,Business,FL,Rejected,2023-04-10
9992ffe6-640e-4cf8-9666-ae6d34951783,22748,0.065129262106671,19,780,70601,Unemployed,Own,Personal,GU,Approved,2021-10-05
7e8315ec-9683-4fc5-8802-71d82e025a0e,96587,0.1474615981911973,36,674,114531,Unemployed,Own,Personal,MT,Rejected,2022-02-01
5c5602a2-a0a7-4783-b8b4-bc817df34b34,39379,0.1380362144211197,46,675,76061,Employed,Own,Personal,CT,Approved,2021-04-30
315713b5-6d80-4fea-a009-ee2a125ce395,97305,0.0557670415236977,40,804,82645,Employed,Mortgage,Debt consolidation,MP,Approved,2021-03-22
37df0417-d1a4-4179-a750-38a3cc9f3627,61452,0.2294305990844481,30,699,53286,Unemployed,Rent,Personal,MP,Approved,2021-04-25
8e4ed271-d7dd-45d8-86a4-9fe2ac65bf3f,84759,0.063632220373171,29,558,34802,Self-employed,Rent,Debt consolidation,IL,Approved,2023-10-18
74791bd3-a6c4-4c7d-9cb6-35b123c9b1fa,98746,0.1598066131620928,55,679,55102,Unemployed,Mortgage,Personal,IN,Approved,2020-04-25
a7155ec0-9d0a-4e16-ae30-2f9e6578cd78,29625,0.0754413901854294,17,609,145826,Self-employed,Mortgage,Debt consolidation,GA,Approved,2024-03-02
cb670a18-e8c0-49de-9bfe-a658f0797618,12173,0.1739793146432999,44,736,107349,Self-employed,Rent,Business,VI,Approved,2023-08-23
88d1ebad-87e0-4cb2-b7d1-28b8b9c83059,22358,0.230565815719829,60,579,22520,Unemployed,Mortgage,Personal,CA,Rejected,2022-12-28
ebfc6af5-a238-4ba4-8cb3-aa54c6a69871,29319,0.1845416117214646,47,666,116345,Employed,Mortgage,Personal,MI,Rejected,2022-10-08
5e793635-cb5b-46a1-bc53-803cddf92161,88369,0.1991977822542769,44,587,49453,Employed,Mortgage,Business,VT,Approved,2020-02-16
464c118f-3767-4fda-8a97-c3f88357f6c9,79297,0.2359357649433101,56,548,67414,Unemployed,Own,Home improvement,OH,Approved,2022-09-26
738a66ac-fd13-4788-9bf0-429d7a8da589,55282,0.1482974534778444,41,514,78540,Employed,Mortgage,Business,GA,Rejected,2022-07-03
751f3139-d095-4faa-af37-7094dad6ef58,58179,0.1362192723032291,56,802,118361,Self-employed,Own,Home improvement,GU,Rejected,2021-03-21
2cfa4af0-c565-409a-b3a1-8b72cfb88015,67502,0.1030993600542497,15,664,144014,Unemployed,Rent,Business,OK,Approved,2021-01-14
d37a3ab5-963a-418f-8adf-0b966f552b99,76088,0.0808816842022755,47,573,80262,Unemployed,Mortgage,Debt consolidation,NJ,Approved,2023-05-09
8b825b56-2c17-4439-8e24-e77eab7baa3a,8353,0.2110982713801301,17,767,113306,Unemployed,Own,Debt consolidation,IA,Rejected,2020-11-21
1161e39c-0673-4b3b-bd15-4e0f42cbf4ad,83599,0.2244678026899469,15,579,107603,Self-employed,Mortgage,Debt consolidation,NY,Approved,2020-11-10
3a8ae332-feee-4d0d-b2b2-6ecc75c2fc0c,43972,0.0507725832167379,52,786,25827,Employed,Rent,Debt consolidation,MD,Rejected,2021-01-01
ec4bc613-3acb-49e8-a4ea-1e69c0a00794,74833,0.2315380238856025,57,554,52349,Employed,Mortgage,Home improvement,OR,Approved,2022-12-21
218717dd-24fe-452f-ac76-6e1b5e4e69a2,91809,0.2169412429509844,18,609,136132,Unemployed,Own,Business,TX,Approved,2023-12-18
596465bc-e9d4-456e-866f-5138be4544d7,46002,0.2407295893453624,50,547,104456,Unemployed,Rent,Personal,ME,Rejected,2020-10-17
47eafbbc-abb7-458e-b3f4-5d1c2aad9a3a,80463,0.1990701568407165,25,813,140242,Unemployed,Own,Business,IN,Approved,2022-10-24
b9a34bf1-a299-4b18-82f7-ca783c7823cf,49575,0.1345190684350525,56,794,131132,Self-employed,Own,Personal,IL,Rejected,2024-05-04
0fb3e285-971c-4650-8148-ca31027eafbe,43328,0.1854439895538775,28,627,128081,Employed,Rent,Home improvement,SC,Approved,2021-03-16
67e8764a-9d8a-4806-bb90-55f0e8e24a1c,72902,0.1827856689676373,26,656,127073,Self-employed,Own,Personal,OR,Approved,2020-01-16
9d4d7728-571b-4870-88a7-bbd4d005e590,47206,0.2442936771148802,32,593,86390,Unemployed,Own,Business,UT,Rejected,2020-10-26
46e56759-ced2-43c7-ad06-dc871dffd545,64354,0.062964138558536,44,505,76689,Unemployed,Rent,Debt consolidation,PR,Approved,2023-05-06
d5f034a7-5e3b-4c61-8cff-f4d8fb7e424a,75441,0.1267097225455398,19,513,66504,Employed,Mortgage,Personal,FM,Approved,2020-06-18
6dd197a0-345c-4a18-ac48-3428d5de074c,61483,0.1774091582823352,35,522,122766,Employed,Mortgage,Home improvement,IL,Approved,2022-09-11
efebb3a4-3f6c-4dbb-a187-38a5e6b02235,55435,0.0805944540237654,27,822,84060,Self-employed,Rent,Home improvement,MN,Approved,2020-12-29
d7d03020-095d-4d87-9917-feec15be418b,98567,0.1968810373715147,40,546,85562,Unemployed,Rent,Business,NE,Approved,2023-11-23
525de18c-d251-4031-a36f-79443ea6fb08,21480,0.2273089197069662,51,759,55647,Unemployed,Rent,Debt consolidation,CT,Approved,2023-03-17
7c818a94-d9cf-477c-b48b-129d070f52a4,9454,0.2497517202036835,13,574,67288,Unemployed,Own,Home improvement,MA,Rejected,2022-01-11
531f4724-de18-4639-b987-bc533d646b86,6195,0.0815974311329938,35,592,143293,Self-employed,Mortgage,Business,IA,Rejected,2021-07-14
d2717828-25d2-4fdd-80c9-223d27514964,9591,0.1848770197867721,16,560,103561,Unemployed,Mortgage,Home improvement,SC,Rejected,2020-06-20
224012bd-efc5-47b6-9908-bd52a72f49d8,7195,0.1898725599293357,41,763,76369,Self-employed,Own,Debt consolidation,PR,Rejected,2022-04-24
12e60fe3-04dd-4554-b8ce-2c705aac9837,7627,0.1436323600182458,21,643,85856,Unemployed,Mortgage,Home improvement,FL,Rejected,2021-02-01
f4409415-f5df-47dd-9763-c23ecbc0a1db,76917,0.1569236619519827,33,538,104994,Employed,Own,Business,AS,Rejected,2021-01-12
c25da080-6b11-4421-b97c-81ef151ec69d,19205,0.1021042387512883,47,777,62127,Self-employed,Own,Business,AR,Approved,2020-01-11
109ca7f6-bba8-4a36-8e5c-ea4217ae1332,22777,0.1337437004502248,52,546,29626,Self-employed,Mortgage,Debt consolidation,PW,Rejected,2020-03-10
3441be7f-3716-4319-8048-acb8d65c579a,17116,0.0530132151242234,38,582,100793,Self-employed,Mortgage,Business,CA,Approved,2023-12-22
fbfe084e-8afd-4a5b-9622-59172a54ccd2,38554,0.1154007765762867,53,659,90729,Employed,Own,Personal,FL,Approved,2022-10-13
364af387-aaa6-4086-91bd-93236fc49101,84272,0.0871150120506725,32,795,134388,Self-employed,Mortgage,Business,TN,Approved,2023-08-09
1abfb685-c4c6-472d-8f48-a45ed7b5ac9b,33294,0.1965147920053411,53,683,90078,Unemployed,Rent,Personal,NH,Approved,2024-02-22
f2743250-1085-4cd4-81d4-67d9d081eed9,77600,0.050914249964206,50,830,28070,Unemployed,Rent,Debt consolidation,PW,Rejected,2024-01-30
81d7d78c-3799-497f-9be5-06a310c91845,60498,0.1158417812088905,59,666,90489,Unemployed,Rent,Business,NV,Rejected,2021-03-19
367756ef-db1b-4b4c-8c6c-357bd20d0c95,96224,0.0969241178836264,22,698,48412,Unemployed,Own,Business,VI,Rejected,2022-09-04
81396405-4e97-4a38-bfdc-02e229ad2e4f,47894,0.192443254184316,51,572,80635,Self-employed,Own,Business,MI,Rejected,2021-03-23
7310e514-1996-4d4f-b185-9e720e6f2d9f,48298,0.1252250605211514,35,833,47470,Employed,Mortgage,Debt consolidation,HI,Rejected,2021-09-05
1af24055-5dc4-4c04-ae93-3e52d22332b8,22002,0.2048343142073317,49,771,45592,Self-employed,Own,Business,RI,Approved,2020-07-13
a5565f22-337a-4584-b8a2-f3040aec3df7,56777,0.2313383513597198,16,697,125874,Employed,Own,Home improvement,CT,Rejected,2020-11-14
80530429-b160-454b-98ed-9000052c379b,10672,0.208978328716373,26,792,95491,Employed,Rent,Personal,ND,Approved,2023-10-28
601ce8ce-8aac-48e8-892e-84b9c154f5b9,92196,0.0727720191865285,45,692,91202,Employed,Mortgage,Debt consolidation,NY,Rejected,2023-01-16
3621b50e-d537-4e2e-afce-3d13f3d03e8d,99710,0.11347225903514,12,585,76900,Employed,Own,Debt consolidation,OK,Approved,2022-03-18
afc589a2-7b5e-4a37-ad43-99a5676bff79,25898,0.2233009516030024,24,603,98720,Self-employed,Rent,Home improvement,OH,Rejected,2021-08-04
91431be0-b5fe-42e1-a0c6-b06c66fbdc0a,99108,0.0892489351327807,22,815,24235,Self-employed,Mortgage,Personal,IL,Approved,2020-10-27
2ba38c7f-73a3-447a-9d51-fa7f0f58ba23,69799,0.0801412897195361,16,815,127314,Employed,Rent,Business,NM,Rejected,2021-10-24
46e37a1e-fbde-48a8-bc39-995bd273ba78,8866,0.0519461566911057,51,605,50395,Self-employed,Mortgage,Debt consolidation,DE,Rejected,2021-07-18
219cb82e-b3d3-4882-aded-f432e8587723,15172,0.0518371153673132,24,606,41111,Self-employed,Own,Debt consolidation,PW,Rejected,2023-02-20
